mechanics,collectible,race,name,faction,text,artist,rarity,attack,cost,health,howToGetGold,inPlayText,flavor,howToGet,type,id,playerClass,elite,durability
['Deathrattle'],True,Mech,Sneed's Old Shredder,,<b>Deathrattle:</b> Summon a random legendary minion.,Christopher Moeller,Legendary,5,8,7,,,"When Sneed was defeated in the Deadmines, his shredder was sold at auction to an anonymous buyer. (Probably Hogger.)",,Minion,GVG_114,,True,
['Freeze'],True,Mech,Snowchugger,,<b>Freeze</b> any character damaged by this minion.,Gabor Szikszai,Common,2,2,3,,,"Do the slow chant when he waddles by: ""Chug! Chug! Chug!""",,Minion,GVG_002,Mage,,
['Spellpower'],True,Mech,Soot Spewer,,<b>Spell Damage +1</b>,Phil Saunders,Rare,3,3,3,,,The inventor of the goblin shredder is involved in several patent disputes with the inventor of the soot spewer.,,Minion,GVG_123,Mage,,
,True,Mech,Spider Tank,,,Dany Orizio,Common,3,3,4,,,"""What if we put guns on it?"" -Fizzblitz, staring at the spider-transportation-machine",,Minion,GVG_044,,,
,True,,Steamwheedle Sniper,,Your Hero Power can target minions.,Jun Kang,Epic,2,2,3,,,Goblins seldom have the patience for sniping. Most prefer lobbing explosives.,,Minion,GVG_087,Hunter,,
,True,,Stonesplinter Trogg,,"Whenever your opponent casts a spell, gain +1 Attack.",Peet Cooper,Common,2,2,3,,,The only thing worse than smelling troggs is listening to their poetry.,,Minion,GVG_067,,,
,,,Switched,,Attack and Health have been swapped by Reversing Switch.,,,,,,,,,,Enchantment,PART_006a,,,
,,,Tank Mode,,+1 Health.,,,,,,,,,,Enchantment,GVG_030be,Druid,,
,,,Tank Mode,,+1 Health.,,,,,,,,,,Spell,GVG_030b,Druid,,
['Taunt'],True,Mech,Target Dummy,,<b>Taunt</b>,Matt Dixon,Rare,0,0,2,,,"The engineering equivalent of a ""Kick Me"" sticker.",,Minion,GVG_093,,,
,,,The King,,Increased Attack.,,,,,,,,,,Enchantment,GVG_046e,Hunter,,
,,,Time Rewinder,,Return a friendly minion to your hand.,Nutthapon Petthai,,,1,,,,,,Spell,PART_002,,,
['Combo'],True,,Tinker's Sharpsword Oil,,Give your weapon +3 Attack. <b>Combo:</b> Give a random friendly minion +3 Attack.,Den,Common,,4,,,,"""Get ready to strike oil!"" - Super-cheesy battle cry",,Spell,GVG_022,Rogue,,
,,,Tinker's Sharpsword Oil,,+3 Attack.,,,,,,,,,,Enchantment,GVG_022a,,,
,,,Tinker's Sharpsword Oil,,+3 Attack.,,,,,,,,,,Enchantment,GVG_022b,,,
['Battlecry'],True,,Tinkertown Technician,,"<b>Battlecry:</b> If you have a Mech, gain +1/+1 and add a <b>Spare Part</b> to your hand.",Gabor Szikszai,Common,3,3,3,,,Won't you take me to... Tinkertown?,,Minion,GVG_102,,,
"['Battlecry', 'Deathrattle']",True,,Toshley,,<b>Battlecry and Deathrattle:</b> Add a <b>Spare Part</b> card to your hand.,Zoltan & Gabor,Legendary,5,6,7,,,Something about power converters.,,Minion,GVG_115,,True,
,True,,Trade Prince Gallywix,,"Whenever your opponent casts a spell, gain a copy of it and give them a Coin.",Wei Wang,Legendary,5,6,8,,,Gallywix believes in supply and demand. He supplies the beatings and demands you pay up!,,Minion,GVG_028,Rogue,True,
,True,,Tree of Life,,Restore all characters to full Health.,Steve Prescott,Epic,,9,,,,Healing: It grows on trees!,,Spell,GVG_033,Druid,,
,True,,Troggzor the Earthinator,,"Whenever your opponent casts a spell, summon a Burly Rockjaw Trogg.",Mike Sass,Legendary,6,7,6,,,He keeps earthinating the countryside despite attempts to stop him.,,Minion,GVG_118,,True,
,True,,Unstable Portal,,Add a random minion to your hand. It costs (3) less.,Sean O'Daniels,Rare,,2,,,,The denizens of Azeroth have no idea how much work goes into stabilizing portals.  We spend like 30% of GDP on portal upkeep.,,Spell,GVG_003,Mage,,
['Battlecry'],True,Mech,Upgraded Repair Bot,,<b>Battlecry:</b> Give a friendly Mech +4 Health.,Nutchapol Thitinunthakorn,Rare,5,5,5,,,"It's the same as the previous generation but they slapped the word ""upgraded"" on it to sell it for double.",,Minion,GVG_083,Priest,,
['Charge'],,Mech,V-07-TR-0N,,"<b>Charge</b>
<b>Mega-Windfury</b> <i>(Can attack four times a turn.)</i>",Chris Seaman,Legendary,4,8,8,,,,,Minion,GVG_111t,,True,
,,,Velen's Chosen,,+2/+4 and <b>Spell Damage +1</b>.,,,,,,,,,,Enchantment,GVG_010b,,,
,True,,Velen's Chosen,,Give a minion +2/+4 and <b>Spell Damage +1</b>.,Alex Horley Orlandelli,Common,,3,,,,"Velen wrote a ""Lovely Card"" for Tyrande with a picture of the Deeprun Tram that said ""I Choo-Choo-Choose you!""",,Spell,GVG_010,Priest,,
,True,Totem,Vitality Totem,,"At the end of your turn, restore 4 Health to your hero.",Guangjian Huang,Rare,0,2,3,,,You can usually find these at the totemist's market on Saturdays.,,Minion,GVG_039,Shaman,,
['Battlecry'],True,,Vol'jin,,<b>Battlecry:</b> Swap Health with another minion.,Raymond Swanland,Legendary,6,5,2,,,"Vol'jin is a shadow hunter, which is like a shadow priest except more voodoo.",,Minion,GVG_014,Priest,True,
['Enrage'],True,Mech,Warbot,,<b>Enrage:</b> +1 Attack.,Tyler Walpole,Common,1,1,3,,,"Mass production of warbots was halted when it was discovered that they were accidentally being produced at ""sample size.""",,Minion,GVG_051,Warrior,,
['Aura'],True,,Wee Spellstopper,,Adjacent minions can't be targeted by spells or Hero Powers.,Jonboy Meyers,Epic,2,4,5,,,Bane of spellcasters and spelling bees everywhere.,,Minion,GVG_122,Mage,,
,,,Well Equipped,,+2/+2.,,,,,,,,,,Enchantment,GVG_060e,Paladin,,
,,,Whirling Blades,,+1 Attack.,,,,,,,,,,Enchantment,PART_007e,,,
,,,Whirling Blades,,Give a minion +1 Attack.,Nutchapol Thitinunthakorn,,,1,,,,,,Spell,PART_007,,,
['Windfury'],True,Mech,Whirling Zap-o-matic,,<b>Windfury</b>,Jim Nelson,Common,3,2,2,,,"If you pay a little extra, you can get it in ""candy-apple red.""",,Minion,GVG_037,Shaman,,
