mechanics,collectible,race,name,faction,text,artist,rarity,attack,cost,health,howToGetGold,inPlayText,flavor,howToGet,type,id,playerClass,elite,durability
,True,,Polymorph,Neutral,Transform a minion into a 1/1 Sheep.,Vance Kovacs,Free,,4,,Unlocked at Level 47.,,"There was going to be a pun in this flavor text, but it just came out baa-d.",Unlocked at Level 1.,Spell,CS2_022,Mage,,
,True,,Power Word: Shield,Neutral,"Give a minion +2 Health.
Draw a card.",Jessica Jung,Free,,1,,Unlocked at Level 47.,,"Sure the extra protection is nice, but the shield really reduces visibility.",Unlocked at Level 1.,Spell,CS2_004,Priest,,
,,,Power Word: Shield,,+2 Health.,,,,,,,,,,Enchantment,CS2_004e,Priest,,
['Aura'],True,,Raid Leader,,Your other minions have +1 Attack.,Phill Gonzales,Free,2,3,2,Unlocked at Warrior Level 57.,Lead,"""That's a 50 DKP minus!""",,Minion,CS2_122,,,
['Battlecry'],True,,Razorfen Hunter,Horde,<b>Battlecry:</b> Summon a 1/1 Boar.,Clint Langley,Common,2,3,3,Unlocked at Hunter Level 55.,,Someone did mess with Tuskerr once.  ONCE.,,Minion,CS2_196,,,
['Charge'],True,,Reckless Rocketeer,Horde,<b>Charge</b>,John Polidora,Free,5,6,2,Unlocked at Shaman Level 59.,,One Insane Rocketeer.   One Rocket full of Explosives.   Infinite Fun.,,Minion,CS2_213,,,
,,,Reinforce,Neutral,"<b>Hero Power</b>
Summon a 1/1 Silver Hand Recruit.",,Free,,2,,,,,,Hero Power,CS2_101,Paladin,,
,True,,Rexxar,Neutral,,,Free,,,30,,,,,Hero,HERO_05,Hunter,,
,True,Beast,River Crocolisk,,,Daren Bader,Free,2,2,3,Unlocked at Druid Level 55.,,"Edward ""Lefty"" Smith tried to make luggage out of a river crocolisk once.",,Minion,CS2_120,,,
['OneTurnEffect'],,,Rockbiter Weapon,,This character has +3 Attack this turn.,,,,,,,,,,Enchantment,CS2_045e,Shaman,,
,True,,Rockbiter Weapon,Neutral,Give a friendly character +3 Attack this turn.,Alex Horley Orlandelli,Free,,1,,Unlocked at Level 36.,,This would be real handy if your enemy is made of rock.,Unlocked at Level 1.,Spell,CS2_045,Shaman,,
,True,,Sacrificial Pact,,Destroy a Demon. Restore #5 Health to your hero.,Jim Nelson,Common,,0,,Unlocked at Level 15.,,This is the reason that Demons never really become friends with Warlocks.,Unlocked at Level 8.,Spell,NEW1_003,Warlock,,
,True,,Sap,Neutral,Return an enemy minion to your opponent's hand.,Scott Altmann,Free,,2,,Unlocked at Level 40.,,Rogues love sappy movies.,Unlocked at Level 1.,Spell,EX1_581,Rogue,,
,True,,Savage Roar,Neutral,Give your characters +2 Attack this turn.,Grace Liu,Common,,3,,Unlocked at Level 43.,,"What do they roar? Nobody can quite tell, but it sounds like ""Elephant Macho Breeze"".  It's probably not that, though.",Unlocked at Level 4.,Spell,CS2_011,Druid,,
['OneTurnEffect'],,,Savage Roar,,+2 Attack this turn.,,,,,,,,,,Enchantment,CS2_011o,Druid,,
,,Totem,Searing Totem,Neutral,,,Free,1,1,1,,,,,Minion,CS2_050,Shaman,,
['Taunt'],True,,Sen'jin Shieldmasta,Horde,<b>Taunt</b>,Brian Despain,Free,3,4,5,Unlocked at Rogue Level 59.,,"Sen'jin Villiage is nice, if you like trolls and dust.",,Minion,CS2_179,,,
,True,,Shadow Bolt,Neutral,Deal $4 damage to a minion.,Dave Allsop,Free,,3,,Unlocked at Level 47.,,It’s a Bolt.   Its made out of Shadow.   What more do you need to know!,Unlocked at Level 1.,Spell,CS2_057,Warlock,,
,True,,Shadow Word: Death,,Destroy a minion with an Attack of 5 or more.,Raymond Swanland,Common,,3,,Unlocked at Level 43.,,"If you miss, it leaves a lightning-bolt-shaped scar on your target.",Unlocked at Level 8.,Spell,EX1_622,Priest,,
,True,,Shadow Word: Pain,,Destroy a minion with 3 or less Attack.,Raymond Swanland,Free,,2,,Unlocked at Level 36.,,"A step up from a spell cast by many beginning acolytes: ""Shadow Word: Annoy"".",Unlocked at Level 1.,Spell,CS2_234,Priest,,
,,,Shapeshift,Neutral,"<b>Hero Power</b>
+1 Attack this turn.
+1 Armor.",,Free,,2,,,,,,Hero Power,CS2_017,Druid,,
['OneTurnEffect'],,,Sharpened,,+1 Attack this turn.,,,,,,,,,,Enchantment,CS2_083e,Rogue,,
['Battlecry'],True,,Shattered Sun Cleric,Neutral,<b>Battlecry:</b> Give a friendly minion +1/+1.,Doug Alexander,Common,3,3,2,Unlocked at Priest Level 53.,,They always have a spare flask of Sunwell Energy Drink™!,,Minion,EX1_019,,,
,,Beast,Sheep,Neutral,,,Common,1,0,1,,,,,Minion,CS2_tk1,,,
,True,,Shield Block,Neutral,"Gain 5 Armor.
Draw a card.",Michael Komarck,Common,,3,,Unlocked at Level 28.,,Shields were invented because Face Block is USELESS.,Unlocked at Level 8.,Spell,EX1_606,Warrior,,
,True,,Shiv,Neutral,Deal $1 damage. Draw a card.,Alex Garner,Common,,2,,Unlocked at Level 45.,,Rogues are experts at SHIV-al-ry.,Unlocked at Level 6.,Spell,EX1_278,Rogue,,
,,,Silver Hand Recruit,,,,Free,1,1,1,,,,,Minion,CS2_101t,Paladin,,
['Taunt'],True,Beast,Silverback Patriarch,Horde,<b>Taunt</b>,Daren Bader,Common,1,3,4,Unlocked at Warrior Level 53.,,"He likes to act like he's in charge, but the silverback matriarch actually runs things.",,Minion,CS2_127,,,
,True,,Sinister Strike,Neutral,Deal $3 damage to the enemy hero.,Frank Cho,Free,,1,,Unlocked at Level 15.,,"There's something about this strike that just feels off.  Sinister, even.",Unlocked at Level 1.,Spell,CS2_075,Rogue,,
,,,Skeleton,Neutral,<b></b>,,Common,1,1,1,,,,,Minion,skele11,,,
,True,,Soulfire,Neutral,Deal $4 damage. Discard a random card.,Raymond Swanland,Common,,1,,Unlocked at Level 28.,,Are you lighting a soul on fire? Or burning someone with your OWN soul? This seems like an important distinction.,Unlocked at Level 6.,Spell,EX1_308,Warlock,,
,True,,Sprint,Neutral,Draw 4 cards.,James Zhang,Common,,7,,Unlocked at Level 49.,,Rogues are not good joggers.,Unlocked at Level 10.,Spell,CS2_077,Rogue,,
,True,,Starfire,Neutral,"Deal $5 damage.
Draw a card.",Alex Horley Orlandelli,Common,,6,,Unlocked at Level 45.,,Balance is important to druids.  This card is perfectly balanced.,Unlocked at Level 2.,Spell,EX1_173,Druid,,
,True,Beast,Starving Buzzard,,"Whenever you summon a Beast, draw a card.",Bernie Kang,Common,3,5,2,Unlocked at Level 47.,Soaring,"If you feed him, he loses his whole <i>identity</i>.",Unlocked at Level 4.,Minion,CS2_237,Hunter,,
,,,Steady Shot,Neutral,"<b>Hero Power</b>
Deal 2 damage to the enemy hero.",,Free,,2,,,,,,Hero Power,DS1h_292,Hunter,,
['Taunt'],,Totem,Stoneclaw Totem,Neutral,<b>Taunt</b>,,Free,0,1,2,,,,,Minion,CS2_051,Shaman,,
['Charge'],True,Beast,Stonetusk Boar,Neutral,<b>Charge</b>,Howard Lyon,Free,1,1,1,Unlocked at Hunter Level 53.,,This card is boaring.,,Minion,CS2_171,,,
['Battlecry'],True,,Stormpike Commando,Alliance,<b>Battlecry:</b> Deal 2 damage.,Kev Walker,Common,4,5,2,Unlocked at Paladin Level 51.,,The Stormpike Commandos are demolition experts.  They also bake a mean cupcake.,,Minion,CS2_150,,,
['Aura'],True,,Stormwind Champion,Alliance,Your other minions have +1/+1.,Doug Alexander,Common,6,7,6,Unlocked at Paladin Level 59.,For the Alliance!,"When Deathwing assaulted the capital, this soldier was the only member of his squad to survive. Now he's all bitter and stuff.",,Minion,CS2_222,,,
['Charge'],True,,Stormwind Knight,Alliance,<b>Charge</b>,Ladronn,Common,2,4,5,Unlocked at Paladin Level 55.,,"They're still embarassed about ""The Deathwing Incident"".",,Minion,CS2_131,,,
['Battlecry'],True,Demon,Succubus,Neutral,<b>Battlecry:</b> Discard a random card.,Matt Dixon,Free,4,2,3,Unlocked at Level 40.,,Warlocks have it pretty good.,Unlocked at Level 1.,Minion,EX1_306,Warlock,,
,True,,Swipe,Neutral,Deal $4 damage to an enemy and $1 damage to all other enemies.,Sean O’Daniels,Common,,4,,Unlocked at Level 47.,,"When a bear rears back and extends his arms, he's about to Swipe!  ... or hug.",Unlocked at Level 8.,Spell,CS2_012,Druid,,
,,,The Coin,,Gain 1 Mana Crystal this turn only.,,,,,,,,,,Spell,GAME_005,,,
,,,The Coin,,,,,,,,,,,,Enchantment,GAME_005e,,,
,True,,Thrall,Neutral,,,Free,,,30,,,,,Hero,HERO_02,Shaman,,
['Aura'],True,Beast,Timber Wolf,Neutral,Your other Beasts have +1 Attack.,Malcolm Davis,Free,1,1,1,Unlocked at Level 23.,,Other beasts totally dig hanging out with timber wolves.,Unlocked at Level 1.,Minion,DS1_175,Hunter,,
,,,Totemic Call,Neutral,"<b>Hero Power</b>
Summon a random Totem.",,Free,,2,,,,,,Hero Power,CS2_049,Shaman,,
,,,Totemic Might,,+2 Health.,,,,,,,,,,Enchantment,EX1_244e,Shaman,,
,True,,Totemic Might,Neutral,Give your Totems +2 Health.,Trent Kaniuga,Common,,0,,Unlocked at Level 28.,,Totem-stomping is no longer recommended.,Unlocked at Level 6.,Spell,EX1_244,Shaman,,
,True,,Tracking,Neutral,Look at the top three cards of your deck. Draw one and discard the others.,Mauro Cascioli,Free,,1,,Unlocked at Level 15.,,For the person who just cannot decide what card to put into a deck!,Unlocked at Level 1.,Spell,DS1_184,Hunter,,
,True,,Truesilver Champion,Neutral,"Whenever your hero attacks, restore 2 Health to it.",Ryan Sook,Common,4,4,,Unlocked at Level 40.,,"It Slices, it Dices. You can cut a tin can with it. (But you wouldn't want to.)",Unlocked at Level 2.,Weapon,CS2_097,Paladin,,2
,True,Beast,Tundra Rhino,Neutral,Your Beasts have <b>Charge</b>.,Lars Grant-West,Common,2,5,5,Unlocked at Level 43.,,Tundra rhinos are often mistaken for kodos.  Or am I mistaken?,Unlocked at Level 8.,Minion,DS1_178,Hunter,,
,True,,Uther Lightbringer,Neutral,,,Free,,,30,,,,,Hero,HERO_04,Paladin,,
,True,,Valeera Sanguinar,Neutral,,,Free,,,30,,,,,Hero,HERO_03,Rogue,,
,True,,Vanish,,Return all minions to their owner's hand.,Sean O’Daniels,Common,,6,,Unlocked at Level 23.,,,Unlocked at Level 8.,Spell,NEW1_004,Rogue,,
['Taunt'],True,Demon,Voidwalker,Neutral,<b>Taunt</b>,Alex Horley Orlandelli,Free,1,1,3,Unlocked at Level 36.,,"No relation to ""The Voidsteppers"", the popular Void-based dance troupe.",Unlocked at Level 1.,Minion,CS2_065,Warlock,,
['Battlecry'],True,,Voodoo Doctor,Horde,<b>Battlecry:</b> Restore 2 Health.,Karl Richardson,Free,2,1,1,Unlocked at Rogue Level 55.,,Voodoo is an oft-misunderstood art. But it <i>is</i> art.,,Minion,EX1_011,,,
,True,,War Golem,Neutral,,Dave Kendall,Common,7,7,7,Unlocked at Rogue Level 51.,,"Golems are not afraid, but for some reason they still run when you cast Fear on them.  Instinct, maybe?  A desire to blend in?",,Minion,CS2_186,,,
,True,,Warsong Commander,Neutral,"Whenever you summon a minion with 3 or less Attack, give it <b>Charge</b>.",Wei Wang,Free,2,3,3,Unlocked at Level 36.,,The Warsong clan is <i>such drama</i>. It's really not worth it to become a commander.,Unlocked at Level 1.,Minion,EX1_084,Warrior,,
['Freeze'],True,,Water Elemental,Neutral,<b>Freeze</b> any character damaged by this minion.,John Avon,Common,3,4,6,Unlocked at Level 49.,Frostbolt,Don't summon a water elemental at a party.  It'll dampen the mood.,Unlocked at Level 8.,Minion,CS2_033,Mage,,
,True,,Whirlwind,Neutral,Deal $1 damage to ALL minions.,Jonboy Meyers,Common,,1,,Unlocked at Level 32.,,"The way to tell seasoned warriors from novice ones: the novices yell ""wheeeee"" while whirlwinding.",Unlocked at Level 6.,Spell,EX1_400,Warrior,,
,,,Wicked Knife,Neutral,,,Free,1,1,,,,,,Weapon,CS2_082,Rogue,,2
,True,,Wild Growth,Neutral,Gain an empty Mana Crystal.,James Ryman,Free,,2,,Unlocked at Level 23.,,"Grow your own mana crystals with this Mana Crystal Growth Kit, only 39.99!",Unlocked at Level 1.,Spell,CS2_013,Druid,,
,True,,Windfury,Neutral,Give a minion <b>Windfury</b>.,Justin Sweet,Free,,2,,Unlocked at Level 23.,,"Windfury is like Earthfury and Firefury, but more light and airy.",Unlocked at Level 1.,Spell,CS2_039,Shaman,,
['Battlecry'],True,,Windspeaker,Neutral,<b>Battlecry:</b> Give a friendly minion <b>Windfury</b>.,Vance Kovacs,Common,3,4,3,Unlocked at Level 45.,,Is there anything worse than a Windspeaker with halitosis?,Unlocked at Level 8.,Minion,EX1_587,Shaman,,
['Charge'],True,,Wolfrider,Horde,<b>Charge</b>,Dany Orizio,Free,3,3,1,Unlocked at Warrior Level 59.,,"Orcish raiders ride wolves because they are well adapted to harsh environments, and because they are soft and cuddly.",,Minion,CS2_124,,,
['Spellpower'],,Totem,Wrath of Air Totem,Neutral,<b>Spell Damage +1</b>,,Free,0,1,2,,,,,Minion,CS2_052,Shaman,,
