mechanics,collectible,race,name,faction,text,artist,rarity,attack,cost,health,howToGetGold,inPlayText,flavor,howToGet,type,id,playerClass,elite,durability
,True,,Force of Nature,Neutral,Summon three 2/2 Treants with <b>Charge</b> that die at the end of the turn.,Trevor Jacobs,Epic,,6,,,,"""I think I'll just nap under these trees. Wait... AAAAAHHH!"" - Blinkfizz, the Unfortunate Gnome",,Spell,EX1_571,Druid,,
,True,,Forked Lightning,Neutral,Deal $2 damage to 2 random enemy minions. <b>Overload:</b> (2),Ralph Horsley,Common,,1,,,,"If you combine it with Spooned Lightning and Knived Lightning, you have the full dining set.",,Spell,EX1_251,Shaman,,
['Secret'],True,,Freezing Trap,Neutral,"<b>Secret:</b> When an enemy minion attacks, return it to its owner's hand and it costs (2) more.",Matt Gaser,Common,,2,,,,"""Dang, that's cold."" - appropriate response to Freezing Trap, or a mean joke.",,Spell,EX1_611,Hunter,,
"['Battlecry', 'Freeze']",True,,Frost Elemental,Neutral,<b>Battlecry:</b> <b>Freeze</b> a character.,Dan Scott,Common,5,6,5,,,When a Water elemental and an Ice elemental love each other VERY much...,,Minion,EX1_283,,,
,True,,Frothing Berserker,Neutral,"Whenever a minion takes damage, gain +1 Attack.",Simon Bisley,Rare,2,3,4,,Berserk,He used to work as an accountant before he tried his hand at Berserkering.,,Minion,EX1_604,Warrior,,
,,,Full Belly,,+2/+2.  Full of Murloc.,,,,,,,,,,Enchantment,NEW1_017e,,,
,,,Full Strength,,This minion has +2 Attack.,,,,,,,,,,Enchantment,CS2_181e,,,
,True,,Gadgetzan Auctioneer,Neutral,"Whenever you cast a spell, draw a card.",Matt Dixon,Rare,4,6,4,,Auctioning,"He used to run the black market auction house, but there was just too much violence and he had to move.",,Minion,EX1_095,,,
,True,,Gladiator's Longbow,Neutral,Your hero is <b>Immune</b> while attacking.,Peter C. Lee,Epic,5,7,,,,The longbow allows shots to be fired from farther away and is useful for firing on particularly odorous targets.,,Weapon,DS1_188,Hunter,,2
['Taunt'],,,Gnoll,,<b>Taunt</b>,,,2,2,2,,,,,Minion,NEW1_040t,,,
,True,,Gorehowl,Neutral,Attacking a minion costs 1 Attack instead of 1 Durability.,Zoltan & Gabor,Epic,7,7,,,,Grommash Hellscream's famous axe.  Somehow this ended up in Prince Malchezaar's possession.  Quite the mystery!,,Weapon,EX1_411,Warrior,,1
,,,Greenskin's Command,,+1/+1.,,,,,,,,,,Enchantment,NEW1_024o,,,
"['Charge', 'Enrage']",True,,Grommash Hellscream,Neutral,"<b>Charge</b>
<b>Enrage:</b> +6 Attack",Glenn Rane,Legendary,4,8,9,,,"Grommash drank the tainted blood of Mannoroth, dooming the orcs to green skin and red eyes!  Maybe not his best decision.",,Minion,EX1_414,Warrior,True,
,,,Growth,,Gruul is growing...,,,,,,,,,,Enchantment,NEW1_038o,,,
,True,,Gruul,,"At the end of each turn, gain +1/+1 .",Kev Walker,Legendary,7,8,7,,Growth,"He's Gruul ""the Dragonkiller"".  He just wanted to cuddle them… he never meant to…",,Minion,NEW1_038,,True,
,,,Hand of Argus,,+1/+1 and <b>Taunt</b>.,,,,,,,,,,Enchantment,EX1_093e,,,
['Battlecry'],True,,Harrison Jones,Neutral,<b>Battlecry:</b> Destroy your opponent's weapon and draw cards equal to its Durability.,Matt Dixon,Legendary,5,5,4,,,“That belongs in the Hall of Explorers!”,,Minion,EX1_558,,True,
['Deathrattle'],True,Mech,Harvest Golem,Neutral,<b>Deathrattle:</b> Summon a 2/1 Damaged Golem.,Brian Despain,Common,2,3,3,,,"""Overheat threshold exceeded. System failure. Wheat clog in port two. Shutting down.""",,Minion,EX1_556,,,
['Combo'],True,,Headcrack,Neutral,Deal $2 damage to the enemy hero. <b>Combo:</b> Return this to your hand next turn.,James Zhang,Rare,,3,,,,"When all else fails, nothing beats a swift whack upside the head.",,Spell,EX1_137,Rogue,,
,,,Heavy Axe,,,,,1,1,,,,,,Weapon,EX1_409t,Warrior,,3
,True,,Hogger,,"At the end of your turn, summon a 2/2 Gnoll with <b>Taunt</b>.",Laurel D. Austin,Legendary,4,6,4,,,"Hogger is super powerful. If you kill him, it's because he <i>let</i> you.",,Minion,NEW1_040,,True,
,True,,Holy Fire,,Deal $5 damage. Restore #5 Health to your hero.,Miguel Coimbra,Rare,,6,,,,Often followed by Holy Smokes!,,Spell,EX1_624,Priest,,
,True,,Holy Wrath,Neutral,Draw a card and deal damage equal to its cost.,Justin Sweet,Rare,,5,,,,C'mon Molten Giant!!,,Spell,EX1_365,Paladin,,
['Charge'],,Beast,Hound,,<b>Charge</b>,,,1,1,1,,,,,Minion,EX1_538t,Hunter,,
,,,Hour of Twilight,,Increased Health.,,,,,,,,,,Enchantment,EX1_043e,,,
['Battlecry'],True,Beast,Hungry Crab,,<b>Battlecry:</b> Destroy a Murloc and gain +2/+2.,Jaemin Kim,Epic,1,1,2,,,Murloc.  It's what's for dinner.,,Minion,NEW1_017,,,
,,Beast,Hyena,,,Andrew Robinson,Rare,2,2,2,,,,,Minion,EX1_534t,Hunter,,
,,,INFERNO!,Neutral,"<b>Hero Power</b>
Summon a 6/6 Infernal.",,,,2,,,,,,Hero Power,EX1_tk33,Warlock,,
['Secret'],True,,Ice Barrier,Neutral,"<b>Secret:</b> When your hero is attacked, gain 8 Armor.",Alex Garner,Common,,3,,,,This is Rank 1.  Rank 2 is Chocolate Milk Barrier.,,Spell,EX1_289,Mage,,
['Secret'],True,,Ice Block,Neutral,"<b>Secret:</b> When your hero takes fatal damage, prevent it and become <b>Immune</b> this turn.",Carl Frank,Epic,,3,,,,"Ice is nice, and will suffice!",,Spell,EX1_295,Mage,,
['OneTurnEffect'],,,Ice Block,,Your hero is <b>Immune</b> this turn.,,,,,,,,,,Enchantment,EX1_295o,Mage,,
['Freeze'],True,,Ice Lance,Neutral,"<b>Freeze</b> a character. If it was already <b>Frozen</b>, deal $4 damage instead.",Alex Horley Orlandelli,Common,,1,,,,"The trick is not to break the lance.  Otherwise, you have ""Ice Pieces.""  Ice Pieces aren't as effective.",,Spell,CS2_031,Mage,,
,True,Demon,Illidan Stormrage,Neutral,"Whenever you play a card, summon a 2/1 Flame of Azzinoth.",Alex Horley Orlandelli,Legendary,7,6,5,,,"Illidan's brother, Malfurion, imprisoned him beneath Hyjal for 10,000 years.  Stormrages are not good at letting go of grudges.",,Minion,EX1_614,,True,
,,Demon,Imp,Neutral,,,Rare,1,1,1,,,,,Minion,EX1_598,,,
,True,,Imp Master,Neutral,"At the end of your turn, deal 1 damage to this minion and summon a 1/1 Imp.",Mark Gibbons,Rare,1,3,5,,Imp Master,She would enjoy the job a lot more if she just could get the imps to QUIT BITING HER.,,Minion,EX1_597,,,
,,Demon,Infernal,Neutral,,,Common,6,6,6,,,,,Minion,EX1_tk34,Warlock,,
,,,Infusion,,+3 Health.,,,,,,,,,,Enchantment,EX1_623e,Priest,,
['Battlecry'],True,,Injured Blademaster,Horde,<b>Battlecry:</b> Deal 4 damage to HIMSELF.,Samwise,Rare,4,3,7,,Weakened,"He claims it is an old war wound, but we think he just cut himself shaving.",,Minion,CS2_181,,,
,,,Inner Fire,,This minion's Attack is equal to its Health.,,,,,,,,,,Enchantment,CS1_129e,Priest,,
,True,,Inner Fire,Neutral,Change a minion's Attack to be equal to its Health.,Steve Prescott,Common,,1,,,,Good idea: Buffing your minions.  Bad idea: Starting a conversation in the Barrens.,,Spell,CS1_129,Priest,,
,,,Inner Rage,,+2 Attack.,,,,,,,,,,Enchantment,EX1_607e,Warrior,,
,True,,Inner Rage,Neutral,Deal $1 damage to a minion and give it +2 Attack.,Slawomir Maniak,Common,,0,,,,They're only smiling on the outside.,,Spell,EX1_607,Warrior,,
['Battlecry'],True,Beast,Ironbeak Owl,Horde,<b>Battlecry:</b> <b>Silence</b> a minion.,Trevor Jacobs,Common,2,2,1,,,Their wings are silent but their screech is... whatever the opposite of silent is.,,Minion,CS2_203,,,
['Stealth'],True,Beast,Jungle Panther,Horde,<b>Stealth</b>,Jaemin Kim,Common,4,3,2,,,"Stranglethorn is a beautiful place to visit, but you wouldn't want to live there.",,Minion,EX1_017,,,
,,,Justice Served,,Has +1/+1.,,,,,,,,,,Enchantment,EX1_366e,Paladin,,
,True,,Keeper of the Grove,Neutral,<b>Choose One</b> - Deal 2 damage; or <b>Silence</b> a minion.,Gabor Szikszai,Rare,2,4,4,,,These guys just show up and start Keeping your Groves without even asking.,,Minion,EX1_166,Druid,,
,,,Keeping Secrets,,Increased stats.,,,,,,,,,,Enchantment,EX1_080o,,,
['Combo'],True,,Kidnapper,,<b>Combo:</b> Return a minion to its owner's hand.,Dave Allsop,Epic,5,6,3,,,He just wants people to see his vacation photos.,,Minion,NEW1_005,Rogue,,
,,,Kill Millhouse!,,Spells cost (0) this turn!,,Legendary,,,,,,,,Enchantment,NEW1_029t,,,
['Charge'],True,Beast,King Krush,Neutral,<b>Charge</b>,Alex Horley Orlandelli,Legendary,8,9,8,,,The best defense against King Krush is to have someone you don’t like standing in front of you.,,Minion,EX1_543,Hunter,True,
['Battlecry'],True,Beast,King Mukla,,<b>Battlecry:</b> Give your opponent 2 Bananas.,Sunny Gho,Legendary,5,3,5,,,"King Mukla wanders Jaguero Isle, searching for love.",,Minion,EX1_014,,True,
['Battlecry'],True,,Kirin Tor Mage,Neutral,<b>Battlecry:</b> The next <b>Secret</b> you play this turn costs (0).,Popo Wei,Rare,4,3,3,,,"The Kirin Tor reside in the floating city of Dalaran.  How do you make a Dalaran float?  Two scoops of ice cream, one scoop of Dalaran.",,Minion,EX1_612,Mage,,
,True,,Knife Juggler,,"After you summon a minion, deal 1 damage to a random enemy.",Matt Cavotta,Rare,3,2,2,,Juggler,Ambitious Knife Jugglers sometimes graduate to Bomb Jugglers.    They never last long enough to make it onto a card though.,,Minion,NEW1_019,,,
,,,Laughing Sister,,Can't be targeted by spells or Hero Powers.,,,3,3,5,,Quick,,,Minion,DREAM_01,Dream,,
,True,,Lava Burst,Neutral,Deal $5 damage. <b>Overload:</b> (2),Dan Scott,Rare,,3,,,,It's like an ocean of liquid magma in your mouth!,,Spell,EX1_241,Shaman,,
,True,,Lay on Hands,Neutral,Restore #8 Health. Draw 3 cards.,Raymond Swanland,Epic,,8,,,,A grammatically awkward life saver.,,Spell,EX1_354,Paladin,,
,,,Leader of the Pack,Neutral,Give your minions +1/+1.,,,,,,,,,,Spell,EX1_160b,Druid,,
,,,Leader of the Pack,,+1/+1,,,,,,,,,,Enchantment,EX1_160be,Druid,,
"['Battlecry', 'Charge']",True,,Leeroy Jenkins,Alliance,<b>Charge</b>. <b>Battlecry:</b> Summon two 1/1 Whelps for your opponent.,Gabe from Penny Arcade,Legendary,6,5,2,,,At least he has Angry Chicken.,,Minion,EX1_116,,True,
['Deathrattle'],True,,Leper Gnome,Neutral,<b>Deathrattle:</b> Deal 2 damage to the enemy hero.,Glenn Rane,Common,2,1,1,,,"He really just wants to be your friend, but the constant rejection is starting to really get to him.",,Minion,EX1_029,,,
,,,Level Up!,,Increased Attack and Health.,,,,,,,,,,Enchantment,EX1_044e,,,
,True,,Lightning Bolt,Neutral,Deal $3 damage. <b>Overload:</b> (1),Daarken,Common,,1,,,,Lightning Bolt! Lightning Bolt! Lightning Bolt!,,Spell,EX1_238,Shaman,,
,True,,Lightning Storm,Neutral,Deal $2-$3 damage to all enemy minions. <b>Overload:</b> (2),Christopher Moeller,Rare,,3,,,,"An umbrella won't be effective, I'm afraid.",,Spell,EX1_259,Shaman,,
,True,,Lightspawn,Neutral,This minion's Attack is always equal to its Health.,Daarken,Common,0,4,5,,,Spawn of the Light? Or Pawn of the Lights?,,Minion,EX1_335,Priest,,
,True,,Lightwarden,,"Whenever a character is healed, gain +2 Attack.",Erik Ko,Rare,1,1,2,,,She’s smaller than her sisters Mediumwarden and Heavywarden.,,Minion,EX1_001,,,
,True,,Lightwell,Neutral,"At the start of your turn, restore 3 Health to a damaged friendly character.",Blizzard Entertainment,Rare,0,2,5,,Healing,"It isn't clear if people ignore the Lightwell, or if it is just invisible.",,Minion,EX1_341,Priest,,
['Deathrattle'],True,,Loot Hoarder,Neutral,<b>Deathrattle:</b> Draw a card.,Jim Nelson,Common,2,2,1,,,Always roll need.,,Minion,EX1_096,,,
['Battlecry'],True,Demon,Lord Jaraxxus,,<b>Battlecry:</b> Destroy your hero and replace it with Lord Jaraxxus.,Alex Horley Orlandelli,Legendary,3,9,15,,,"""TRIFLING GNOME! YOUR ARROGANCE WILL BE YOUR UNDOING!!!!""",,Minion,EX1_323,Warlock,True,
,,Demon,Lord Jaraxxus,Neutral,,,Legendary,0,0,15,,,,,Hero,EX1_323h,Warlock,,
,True,,Lorewalker Cho,Neutral,"Whenever a player casts a spell, put a copy into the other player’s hand.",Mark Zug,Legendary,0,2,4,,Meditate,"Lorewalker Cho archives and shares tales from the land of Pandaria, but his favorite story is the one where Joey and Phoebe go on a road trip.",,Minion,EX1_100,,True,
['Battlecry'],True,,Mad Bomber,Alliance,<b>Battlecry:</b> Deal 3 damage randomly split between all other characters.,Mike Sass,Common,3,2,2,,,"He's not really all that crazy, he is just not as careful with explosives as he should be.",,Minion,EX1_082,,,
['Spellpower'],True,Dragon,Malygos,Neutral,<b>Spell Damage +5</b>,Michael Komarck,Legendary,4,9,12,,,Malygos hates it when mortals use magic.  He gets so mad!,,Minion,EX1_563,,True,
,True,,Mana Addict,Alliance,"Whenever you cast a spell, gain +2 Attack this turn.",Hideaki Takamura,Rare,1,2,3,,Addicted,"She’s trying to kick the habit, but still takes some mana whenever she has a stressful day.",,Minion,EX1_055,,,
,,,Mana Gorged,,Increased attack.,,,,,,,,,,Enchantment,NEW1_012o,Mage,,
,True,Totem,Mana Tide Totem,Neutral,"At the end of your turn, draw a card.",Scott Altmann,Rare,0,3,3,,,"It is said that some shaman can say ""Floatin' totem"" 10 times, fast.",,Minion,EX1_575,Shaman,,
['Aura'],True,,Mana Wraith,Neutral,ALL minions cost (1) more.,Luca Zontini,Rare,2,2,2,,,"They come out at night to eat leftover mana crystals. ""Mmmmmm,"" they say.",,Minion,EX1_616,,,
,True,,Mana Wyrm,,"Whenever you cast a spell, gain +1 Attack.",Blizzard Cinematics,Common,1,1,3,,Gorging,"These wyrms feed on arcane energies, and while they are generally considered a nuisance rather than a real threat, you really shouldn't leave them alone with a bucket of mana.",,Minion,NEW1_012,Mage,,
,,,Mark of Nature,,This minion has +4 Health and <b>Taunt</b>.,,,,,,,,,,Enchantment,EX1_155be,Druid,,
,True,,Mark of Nature,Neutral,<b>Choose One</b> - Give a minion +4 Attack; or +4 Health and <b>Taunt</b>.,Clint Langley,Common,,3,,,,"Druids call it the ""Mark of Nature.""  Everyone else calls it ""needing a bath.""",,Spell,EX1_155,Druid,,
,,,Mark of Nature,Neutral,+4 Health and <b>Taunt</b>.,,,,,,,,,,Spell,EX1_155b,Druid,,
,,,Mark of Nature,Neutral,+4 Attack.,,,,,,,,,,Spell,EX1_155a,Druid,,
,,,Mark of Nature,,This minion has +4 Attack.,,,,,,,,,,Enchantment,EX1_155ae,Druid,,
['Silence'],True,,Mass Dispel,,<b>Silence</b> all enemy minions. Draw a card.,Sean O'Daniels,Rare,,4,,,,"It dispels buffs, powers, hopes, and dreams.",,Spell,EX1_626,Priest,,
,True,,Master Swordsmith,,"At the end of your turn, give another random friendly minion +1 Attack.",E.M. Gist,Rare,1,2,3,,Smithing,"He's currently trying to craft a ""flail-axe"", but all the other swordsmiths say it can't be done.",,Minion,NEW1_037,,,
['Battlecry'],True,,Master of Disguise,,<b>Battlecry:</b> Give a friendly minion <b>Stealth</b>.,Ron Spencer,Rare,4,4,4,,,"She's actually a male tauren.  People don't call him ""Master of Disguise"" for nothing.",,Minion,NEW1_014,Rogue,,
['Battlecry'],True,,Millhouse Manastorm,,<b>Battlecry:</b> Enemy spells cost (0) next turn.,Jim Nelson,Legendary,4,2,4,,,"""I'm gonna light you up, sweetcheeks!""",,Minion,NEW1_029,,True,
['Battlecry'],True,,Mind Control Tech,Alliance,"<b>Battlecry:</b> If your opponent has 4 or more minions, take control of one at random.",Leo Che,Rare,3,3,3,,,"Mind Control technology is getting better, but that's not saying much.",,Minion,EX1_085,,,
['Summoned'],,,Mind Controlling,Neutral,,,Common,,,,,,,,Enchantment,EX1_tk31,Priest,,
,,,Mind Shatter,,"<b>Hero Power</b>
Deal 3 damage.",,,,2,,,,,,Hero Power,EX1_625t2,Priest,,
,,,Mind Spike,,"<b>Hero Power</b>
Deal 2 damage.",,,,2,,,,,,Hero Power,EX1_625t,Priest,,
,True,,Mindgames,Neutral,Put a copy of a random minion from your opponent's deck into the battlefield.,Zoltan & Gabor,Epic,,4,,,,Sometimes it feels like this is all a game.,,Spell,EX1_345,Priest,,
['Secret'],True,,Mirror Entity,Neutral,"<b>Secret:</b> When your opponent plays a minion, summon a copy of it.",Raven Mimura,Common,,3,,,,"""You go first."" - Krush'gor the Behemoth, to his pet boar.",,Spell,EX1_294,Mage,,
['Secret'],True,,Misdirection,Neutral,"<b>Secret:</b> When a character attacks your hero, instead he attacks another random character.",Daren Bader,Rare,,2,,,,Sometimes it's as simple as putting on a fake mustache and pointing at someone else.,,Spell,EX1_533,Hunter,,
['Taunt'],True,,Mogu'shan Warden,Neutral,<b>Taunt</b>,Cole Eastburn,Common,1,4,7,,,All these guys ever do is talk about the Thunder King.   BOOOORRRINNG!,,Minion,EX1_396,,,
,True,,Molten Giant,,Costs (1) less for each damage your hero has taken.,Glenn Rane,Epic,8,20,8,,,He gets terrible heartburn.  BECAUSE HE IS FULL OF LAVA.,,Minion,EX1_620,,,
,,,Moonfire,Neutral,Deal 2 damage.,,,,,,,,,,Spell,EX1_166a,Druid,,
,True,,Mortal Strike,Neutral,"Deal $4 damage. If you have 12 or less Health, deal $6 instead.",Zoltan & Gabor,Rare,,4,,,,"""If you only use one ability, use Mortal Strike."" - The Warrior Code, Line 6",,Spell,EX1_408,Warrior,,
,True,,Mountain Giant,Neutral,Costs (1) less for each other card in your hand.,Samwise,Epic,8,12,8,,,His mother said that he was just big boned.,,Minion,EX1_105,,,
,,,Mrgglaargl!,,Murloc Warleader is granting +2/+1.,,,,,,,,,,Enchantment,EX1_507e,,,
,,,Mrghlglhal,,+2 Health.,,,,,,,,,,Enchantment,EX1_103e,,,
,True,Murloc,Murloc Tidecaller,Neutral,"Whenever a Murloc is summoned, gain +1 Attack.",Jaemin Kim,Rare,1,1,2,,,This guy gets crazy strong at family reunions.,,Minion,EX1_509,,,
['Aura'],True,Murloc,Murloc Warleader,Neutral,ALL other Murlocs have +2/+1.,Tim McBurnie,Epic,3,3,3,,,Do Murlocs ever get tired of making the same old sound?  Nope!  Mrglglrglglglglglglgl!,,Minion,EX1_507,,,
,True,,Nat Pagle,Neutral,"At the start of your turn, you have a 50% chance to draw an extra card.",Steve Prescott,Legendary,0,2,4,,Fishing,"Nat Pagle, Azeroth's premier fisherman!  He invented the Auto-Angler 3000, the Extendo-Pole 3000, and the Lure-o-matic 2099 (still in testing).",,Minion,EX1_557,,True,
,True,,Naturalize,Neutral,Destroy a minion. Your opponent draws 2 cards.,Leo Che,Common,,1,,,,Another one bites the dust.,,Spell,EX1_161,Druid,,
,,,Needs Sharpening,,Decreased Attack.,,,,,,,,,,Enchantment,EX1_411e2,Warrior,,
,,,Nightmare,,"Give a minion +5/+5. At the start of your next turn, destroy it.",,,,0,,,,,,Spell,DREAM_05,Dream,,
,,,Nightmare,,"This minion has +5/+5, but will be destroyed soon.",,,,,,,,,,Enchantment,DREAM_05e,,,
['Secret'],True,,Noble Sacrifice,Neutral,"<b>Secret:</b> When an enemy attacks, summon a 2/1 Defender as the new target.",Zoltan & Gabor,Common,,1,,,,"We will always remember you, ""Defender!""",,Spell,EX1_130,Paladin,,
,,,Nourish,Neutral,Draw 3 cards.,,,,,,,,,,Spell,EX1_164b,Druid,,
,,,Nourish,Neutral,Gain 2 Mana Crystals.,,,,,,,,,,Spell,EX1_164a,Druid,,
,True,,Nourish,Neutral,<b>Choose One</b> - Gain 2 Mana Crystals; or Draw 3 cards.,Terese Nielsen,Rare,,5,,,,"Druids take nourishment from many things: the power of nature, the songbird's chirp, a chocolate cake.",,Spell,EX1_164,Druid,,
,True,Dragon,Nozdormu,Neutral,Players only have 15 seconds to take their turns.,James Ryman,Legendary,8,9,8,,Aspect of Time,Time to write some flavor text.,,Minion,EX1_560,,True,
['Battlecry'],True,Dragon,Onyxia,Neutral,<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.,Dany Orizio,Legendary,8,9,8,,,Onyxia long manipulated the Stormwind Court by disguising herself as Lady Katrana Prestor.   You would have thought that the giant wings and scales would have been a giveaway.,,Minion,EX1_562,,True,
,,,Overloading,,Increased stats.,,,,,,,,,,Enchantment,EX1_258e,Shaman,,
,,Beast,Panther,,,,Common,3,2,2,,,,,Minion,EX1_160t,Druid,,
"['Poisonous', 'Stealth']",True,,Patient Assassin,Neutral,<b>Stealth</b>. Destroy any minion damaged by this minion.,Ben Olson,Epic,1,2,1,,Sharpening,He’s not really that patient. It just takes a while for someone to walk by that he can actually reach.,,Minion,EX1_522,Rogue,,
"['Battlecry', 'Combo']",True,,Perdition's Blade,Neutral,<b>Battlecry:</b> Deal 1 damage. <b>Combo:</b> Deal 2 instead.,Daren Bader,Rare,2,3,,,,Perdition's Blade is Ragnaros's back-up weapon while Sulfuras is in the shop.,,Weapon,EX1_133,Rogue,,2
['Aura'],True,,Pint-Sized Summoner,Alliance,The first minion you play each turn costs (1) less.,Ron Spears,Rare,2,2,2,,Ritual,She's quite jealous of the Gallon-Sized Summoner.,,Minion,EX1_076,,,
['Battlecry'],True,Demon,Pit Lord,Neutral,<b>Battlecry:</b> Deal 5 damage to your hero.,Glenn Rane,Epic,5,4,6,,,"Mannoroth, Magtheridon, and Brutallus may be dead, but it turns out there are a LOT of pit lords.",,Minion,EX1_313,Warlock,,
,True,,Power Overwhelming,Neutral,"Give a friendly minion +4/+4 until end of turn. Then, it dies. Horribly.",Tom Baxa,Common,,1,,,,We cannot even describe how horrible the death is.  It's CRAZY bad!  Maybe worse than that.  Just don't do it.,,Spell,EX1_316,Warlock,,
,,,Power Overwhelming,Neutral,"This minion has +4/+4, but will die a horrible death at the end of the turn.",,,,,,,,,,Enchantment,EX1_316e,Warlock,,
['OneTurnEffect'],,,Power of the Kirin Tor,,Your next Secret costs (0).,,,,,,,,,,Enchantment,EX1_612o,Mage,,
,True,,Power of the Wild,Neutral,<b>Choose One</b> - Give your minions +1/+1; or Summon a 3/2 Panther.,Steve Tappin,Common,,2,,,,"Never look a panther in the eye.  Or is it 'Always look a panther in the eye'?  Well, it's one of those.",,Spell,EX1_160,Druid,,
['OneTurnEffect'],,,Preparation,,The next spell you cast this turn costs (3) less.,,,,,,,,,,Enchantment,EX1_145o,Rogue,,
,True,,Preparation,Neutral,The next spell you cast this turn costs (3) less.,Clint Langley,Epic,,0,,,,"""Be Prepared"" - Rogue Motto",,Spell,EX1_145,Rogue,,
['Battlecry'],True,,Priestess of Elune,Neutral,<b>Battlecry:</b> Restore 4 Health to your hero.,Dan Scott,Common,5,6,4,,,"If she threatens to ""moon"" you, it's not what you think.",,Minion,EX1_583,,,
,True,,Prophet Velen,Neutral,Double the damage and healing of your spells and Hero Power.,Wei Wang,Legendary,7,7,7,,,"He's been exiled from his home, and all his brothers turned evil, but otherwise he doesn't have a lot to complain about.",,Minion,EX1_350,Priest,True,
,True,,Pyroblast,Neutral,Deal $10 damage.,Luca Zontini,Epic,,10,,,,Take the time for an evil laugh after you draw this card.,,Spell,EX1_279,Mage,,
,True,,Questing Adventurer,Alliance,"Whenever you play a card, gain +1/+1.",Attila Adorjany,Rare,2,3,2,,Questing,"""Does anyone have some extra Boar Pelts?""",,Minion,EX1_044,,,
['Enrage'],True,,Raging Worgen,Neutral,<b>Enrage:</b> <b>Windfury</b> and +1 Attack,Alex Horley Orlandelli,Common,3,3,3,,,"If he's raging now, just wait until he gets nerfed.",,Minion,EX1_412,,,
,True,,Ragnaros the Firelord,Neutral,"Can't Attack. At the end of your turn, deal 8 damage to a random enemy.",Greg Staples,Legendary,8,8,8,,,"Ragnaros was summoned by the Dark Iron dwarves, who were eventually enslaved by the Firelord.  Summoning Ragnaros often doesn’t work out the way you want it to.",,Minion,EX1_298,,True,
,,,Rampage,,+3/+3.,,,,,,,,,,Enchantment,CS2_104e,Warrior,,
,True,,Rampage,Neutral,Give a damaged minion +3/+3.,Jonboy Meyers,Common,,2,,,,Minion get ANGRY.   Minion SMASH!,,Spell,CS2_104,Warrior,,
['Stealth'],True,,Ravenholdt Assassin,Alliance,<b>Stealth</b>,Ralph Horsley,Rare,7,7,5,,,"Just mail him a package with a name and 10,000 gold.  He'll take care of the rest.",,Minion,CS2_161,,,
,,,Raw Power!,,Increased stats.,,,,,,,,,,Enchantment,EX1_274e,Mage,,
['Secret'],True,,Redemption,Neutral,"<b>Secret:</b> When one of your minions dies, return it to life with 1 Health.",Ittoku,Common,,1,,,,I am not sure how you get demptioned the first time.  It’s a mystery!,,Spell,EX1_136,Paladin,,
,,,Repentance,,Health reduced to 1.,,,,,,,,,,Enchantment,EX1_379e,Paladin,,
['Secret'],True,,Repentance,Neutral,"<b>Secret:</b> When your opponent plays a minion, reduce its Health to 1.",Gonzalo Ordonez,Common,,1,,,,Repentance often comes in the moment before obliteration. Curious.,,Spell,EX1_379,Paladin,,
,,,Rooted,,+5 Health and <b>Taunt</b>.,,,,,,,,,,Enchantment,EX1_178ae,Druid,,
,,,Rooted,Neutral,+5 Health and <b>Taunt</b>.,,,,,,,,,,Spell,EX1_178a,Druid,,
['Combo'],True,,SI:7 Agent,Neutral,<b>Combo:</b> Deal 2 damage.,Chris Moeller,Rare,3,3,3,,,"The agents of SI:7 are responsible for Stormwind's covert activities.  Their duties include espionage, assassination, and throwing surprise birthday parties for the royal family.",,Minion,EX1_134,Rogue,,
['AffectedBySpellPower'],True,,Savagery,Neutral,Deal damage equal to your hero's Attack to a minion.,Dave Rapoza,Rare,,1,,,,"It is true that some druids are savage, but others still enjoy a quiet moment and a spot of tea.",,Spell,EX1_578,Druid,,
['Deathrattle'],True,Beast,Savannah Highmane,,<b>Deathrattle:</b> Summon two 2/2 Hyenas.,Milivoj Ceran,Rare,6,6,5,,Master,"In the jungle, the mighty jungle, the lion gets slowly consumed by hyenas.",,Minion,EX1_534,Hunter,,
['Divine Shield'],True,,Scarlet Crusader,Alliance,<b>Divine Shield</b>,Gonzalo Ordonez,Common,3,3,1,,,Never wash your whites with a Scarlet Crusader.,,Minion,EX1_020,,,
,True,Beast,Scavenging Hyena,,"Whenever a friendly Beast dies, gain +2/+1.",Jim Nelson,Common,2,2,2,,Scavenging,"Hyenas prefer the bones of kodos or windserpents, but they'll eat pretty much anything.  Even Brussels sprouts.",,Minion,EX1_531,Hunter,,
,True,,Sea Giant,Neutral,Costs (1) less for each other minion on the battlefield.,Svetlin Velinov,Epic,8,10,8,,,See?  Giant.,,Minion,EX1_586,,,
,True,,Secretkeeper,Alliance,"Whenever a <b>Secret</b> is played, gain +1/+1.",Gonzalo Ordonez,Rare,1,1,2,,Firey,She promises not to tell anyone about that thing you did last night with that one person.,,Minion,EX1_080,,,
,True,,Sense Demons,Neutral,Put 2 random Demons from your deck into your hand.,Raven Mimura,Common,,3,,,,Generally demons are pretty obvious and you don’t need a spell to sense them.,,Spell,EX1_317,Warlock,,
,True,,Shadow Madness,Neutral,Gain control of an enemy minion with 3 or less Attack until end of turn.,Mark Gibbons,Rare,,4,,,,"You can rationalize it all you want, it's still a mean thing to do.",,Spell,EX1_334,Priest,,
,,,Shadow of Nothing,,Mindgames whiffed! Your opponent had no minions!,,Epic,0,0,1,,,,,Minion,EX1_345t,Priest,,
